331.72	136.54	58.058	84.589	71.993	85.24	151	54.939	79.582	99.996	10.356	4.9327	9.3035	12.701	17.214	12.923	12.86	15.579	16.556	45.911	30.782	28.083	22.496	24.359	28.703	29.515	46.034	24.649	30.583	32.079
136.54	376.15	67.258	83.315	124.41	72.268	84.758	55.56	70.626	96.851	16.073	10.419	19.137	19.49	25.099	18.95	20.306	29.878	23.535	51.272	37.262	38.153	28.475	30.254	35.354	35.663	50.975	34.662	38.395	50.886
58.058	67.258	255.46	78.174	89.013	65.116	56.411	106.3	69.812	93.977	10.316	6.1237	6.978	11.882	14.413	8.5477	11.723	11.845	14.855	44.04	34.034	28.662	23.461	25.881	31.155	29.431	52.208	65.355	112.01	61.382
84.589	83.315	78.174	226.88	88.274	105.84	95.609	70.319	84.239	83.44	19.989	13.866	16.117	26.744	35.022	25.457	20.07	23.347	29.122	76.025	40.18	38.165	30.947	34.673	40.46	49.71	59.683	30.793	40.126	38
71.993	124.41	89.013	88.274	260.36	65.866	61.81	64.389	76.916	78.884	12.567	7.7081	9.8635	14.99	19.098	14.488	15.108	16.752	19.749	68.481	36.182	35.251	28.352	31.283	40.686	37.618	58.17	36.272	46.241	46.888
85.24	72.268	65.116	105.84	65.866	372.84	117.91	59	80.55	118.3	3.3699	-18.106	3.8351	2.9712	13.695	9.9721	9.1703	9.5742	14.926	60.118	30.025	29.676	21.368	26.027	32.492	33.035	59.754	31.187	35.747	43.323
151	84.758	56.411	95.609	61.81	117.91	296.08	50.632	67.855	98.41	9.1559	2.0762	7.3069	11.326	16.536	12.369	11.431	12.855	16.023	52.771	28.284	26.976	21.067	23.787	28.857	30.478	48.295	23.596	29.428	30.168
54.939	55.56	106.3	70.319	64.389	59	50.632	354.82	112.08	74.622	11.918	8.3854	5.9397	13.579	16.152	12.415	15.872	13.116	19.076	46.358	68.438	44.411	39.172	42.965	47.749	40.905	73.9	39.774	61.475	39.972
79.582	70.626	69.812	84.239	76.916	80.55	67.855	112.08	221.92	100.47	11.684	6.79	8.3755	13.765	17.663	13.765	15.553	14.388	18.83	49.975	55.097	36.954	35.659	35.357	37.808	37.387	52.852	27.191	37.024	31.989
99.996	96.851	93.977	83.44	78.884	118.3	98.41	74.622	100.47	234.01	9.4262	2.1585	5.5241	10.997	15.672	11.668	12.603	12.911	16.55	51.051	36.967	33.323	26.661	29.309	36.109	33.249	71.627	33.415	45.426	38.761
10.356	16.073	10.316	19.989	12.567	3.3699	9.1559	11.918	11.684	9.4262	306.18	163.39	79.491	160.24	125.44	110.5	107.12	89.556	76.28	13.961	24.02	19.9	52.795	20.506	21.94	33.572	10.093	14.92	10.43	28.949
4.9327	10.419	6.1237	13.866	7.7081	-18.106	2.0762	8.3854	6.79	2.1585	163.39	486.34	78.172	223.95	101.17	81.853	74.104	85.465	65.433	9.3851	24.28	17.494	41.312	18.608	17.707	31.185	5.0069	0.40963	8.2588	-7.4195
9.3035	19.137	6.978	16.117	9.8635	3.8351	7.3069	5.9397	8.3755	5.5241	79.491	78.172	486.41	105.38	132.8	97.536	102.05	188.22	97.678	5.7397	17.22	11.648	40.967	13.794	9.9711	30.694	-32.528	12.856	6.9258	30.781
12.701	19.49	11.882	26.744	14.99	2.9712	11.326	13.579	13.765	10.997	160.24	223.95	105.38	349.1	131.15	101.65	86.456	117.6	87.165	16.509	26.478	22.518	45.246	23.066	22.267	42.833	9.4068	8.8379	9.1738	13.908
