453.02	331.14	138.23	182.13	161.11	262.82	259.36	108.2	162.26	210.21	11.097	72.432	26.191	26.885	42.573	38.857	65.283	47.015	35.772	110.03	71.537	60.089	102.63	43.218	61.798	71.099	131.53	60.532	99.849	77.367
331.14	709.57	177.27	221.69	279.61	262.18	210.98	148.47	180.39	253.32	51.039	47.541	32.582	43.37	62.453	68.811	74.943	85.244	58.851	147.15	122.42	134.59	125.78	84.114	115.11	78.938	183.69	138.99	177.43	173.05
138.23	177.27	319.4	155.47	163.47	195.72	124.1	173.85	129.51	181.37	45.281	80.81	26.528	40.997	36.491	-1.4071	24.216	34.329	66.329	106.7	62.05	82.697	76.381	50.062	92.911	62.187	166.14	185.2	279.19	216.53
182.13	221.69	155.47	295.62	171.25	280.4	185.29	137.51	159.31	178.51	62.222	74.45	11.385	76.608	76.824	75.101	63.214	51.393	62.123	147.94	71.095	87.831	83.065	83.312	92.454	104.9	182.55	113.55	130.89	145.96
161.11	279.61	163.47	171.25	328.88	206.87	135.79	115.18	145.65	167.27	48.233	19.926	20.249	38.096	43.812	25.558	61.849	53.592	43.777	135.55	69.669	92.239	99.725	57.432	104.72	77.298	185.67	102.04	145.05	164.18
262.82	262.18	195.72	280.4	206.87	774.6	296.54	168.73	220.75	310.02	55.474	149.28	32.607	87.098	79.65	54.081	55.979	74.196	53.94	182.75	134.51	123.28	192.4	110.17	125.33	117.41	266.44	147.75	196	189.36
259.36	210.98	124.1	185.29	135.79	296.54	375.67	116.73	141.21	195.93	14.232	73.648	21.203	43.806	45.434	65.587	49.152	49.41	62.146	118.9	39.321	58.474	81.338	55.922	62.741	76.046	151.59	54.281	119.57	88.316
108.2	148.47	173.85	137.51	115.18	168.73	116.73	409.02	173.9	144.05	53.033	81.077	16.799	55.612	46.344	49.239	40.735	42.768	32.31	103.21	117.83	99.441	103.99	74.601	107.41	67.099	197.2	110.65	182.4	141.04
162.26	180.39	129.51	159.31	145.65	220.75	141.21	173.9	264.69	185.76	38.644	74.419	7.4539	47.593	61.011	47.615	36.717	33.403	38.25	107.45	106.22	87.155	114.74	64.746	94.766	75.063	164.22	76.948	133.54	75.756
210.21	253.32	181.37	178.51	167.27	310.02	195.93	144.05	185.76	320.74	29.895	87.798	11.496	48.366	55.254	43.709	33.424	43.743	53.536	123.33	83.697	86.847	97.423	66.825	104.42	81.356	221.37	119.56	177.27	111.32
11.097	51.039	45.281	62.222	48.233	55.474	14.232	53.033	38.644	29.895	370.66	310.47	118.91	250.28	201.65	226.22	160.61	137.52	136.77	24.042	65.962	50.459	130.36	52.784	37.263	56.092	41.724	72.984	92.682	114.03
72.432	47.541	80.81	74.45	19.926	149.28	73.648	81.077	74.419	87.798	310.47	878.54	154.59	422.46	187.25	117.1	143.66	167.82	138.92	29.102	87.523	61.52	167.23	69.868	37.735	52.134	22.043	69.572	165.88	11.748
26.191	32.582	26.528	11.385	20.249	32.607	21.203	16.799	7.4539	11.496	118.91	154.59	519.79	156.6	187.92	165.13	135.87	231.65	142.75	-13.619	46.846	38.206	82.397	35.286	12.744	35.84	-34.678	39.178	6.5414	103.34
26.885	43.37	40.997	76.608	38.096	87.098	43.806	55.612	47.593	48.366	250.28	422.46	156.6	445.01	209.35	208.43	121.72	178.9	147.83	31.077	52.404	57.15	120.34	51.858	19.518	86.518	33.726	55.561	69.676	84.735
42.573	62.453	36.491	76.824	43.812	79.65	45.434	46.344	61.011	55.254	201.65	187.25	187.92	209.35	426.33	415.13	127.84	214.21	224.53	36.741	41.785	60.031	99.186	42.503	26.812	90.426	63.822	12.748	27.787	21.031
38.857	68.811	-1.4071	75.101	25.558	54.081	65.587	49.239	47.615	43.709	226.22	117.1	165.13	208.43	415.13	971.09	151.5	198.42	344.58	5.9827	63.112	74.452	80.148	56.267	10.844	121.67	47.51	-10.671	-32.047	65.01
65.283	74.943	24.216	63.214	61.849	55.979	49.152	40.735	36.717	33.424	160.61	143.66	135.87	121.72	127.84	151.5	443.83	172.26	136.43	28.719	66.377	63.52	212.32	63.72	85.649	66.006	71.709	40.593	50.721	60.742
47.015	85.244	34.329	51.393	53.592	74.196	49.41	42.768	33.403	43.743	137.52	167.82	231.65	178.9	214.21	198.42	172.26	307.98	162.36	14.731	59.848	45.169	123.09	55.593	31.819	48.099	35.773	30.115	33.781	41.619
35.772	58.851	66.329	62.123	43.777	53.94	62.146	32.31	38.25	53.536	136.77	138.92	142.75	147.83	224.53	344.58	136.43	162.36	386.54	31.475	74.753	86.002	87.737	69.613	51.996	138.51	59.369	60.983	43.85	115.46
110.03	147.15	106.7	147.94	135.55	182.75	118.9	103.21	107.45	123.33	24.042	29.102	-13.619	31.077	36.741	5.9827	28.719	14.731	31.475	243.07	85.317	112.73	106.7	88.282	130.11	120.38	243.03	87.018	90.053	147.42
71.537	122.42	62.05	71.095	69.669	134.51	39.321	117.83	106.22	83.697	65.962	87.523	46.846	52.404	41.785	63.112	66.377	59.848	74.753	85.317	307.45	170.51	202.08	170.17	138.47	141.61	161.54	66.736	37.383	103.1
60.089	134.59	82.697	87.831	92.239	123.28	58.474	99.441	87.155	86.847	50.459	61.52	38.206	57.15	60.031	74.452	63.52	45.169	86.002	112.73	170.51	341.24	149.47	170.95	182.65	160.8	225.34	90.248	107.87	132.72
102.63	125.78	76.381	83.065	99.725	192.4	81.338	103.99	114.74	97.423	130.36	167.23	82.397	120.34	99.186	80.148	212.32	123.09	87.737	106.7	202.08	149.47	685.13	162.07	238.5	139.35	193.47	91.455	119.09	98.923
43.218	84.114	50.062	83.312	57.432	110.17	55.922	74.601	64.746	66.825	52.784	69.868	35.286	51.858	42.503	56.267	63.72	55.593	69.613	88.282	170.17	170.95	162.07	300.51	182.57	147.33	176.21	28.019	27.852	67.33
61.798	115.11	92.911	92.454	104.72	125.33	62.741	107.41	94.766	104.42	37.263	37.735	12.744	19.518	26.812	10.844	85.649	31.819	51.996	130.11	138.47	182.65	238.5	182.57	332.09	134.34	273.31	103.59	117.52	126.63
71.099	78.938	62.187	104.9	77.298	117.41	76.046	67.099	75.063	81.356	56.092	52.134	35.84	86.518	90.426	121.67	66.006	48.099	138.51	120.38	141.61	160.8	139.35	147.33	134.34	285.96	170.83	45.44	34.3	97.572
131.53	183.69	166.14	182.55	185.67	266.44	151.59	197.2	164.22	221.37	41.724	22.043	-34.678	33.726	63.822	47.51	71.709	35.773	59.369	243.03	161.54	225.34	193.47	176.21	273.31	170.83	862.49	208.55	235.92	249.21
60.532	138.99	185.2	113.55	102.04	147.75	54.281	110.65	76.948	119.56	72.984	69.572	39.178	55.561	12.748	-10.671	40.593	30.115	60.983	87.018	66.736	90.248	91.455	28.019	103.59	45.44	208.55	895.97	612.48	1010.2
99.849	177.43	279.19	130.89	145.05	196	119.57	182.4	133.54	177.27	92.682	165.88	6.5414	69.676	27.787	-32.047	50.721	33.781	43.85	90.053	37.383	107.87	119.09	27.852	117.52	34.3	235.92	612.48	976.86	658.96
77.367	173.05	216.53	145.96	164.18	189.36	88.316	141.04	75.756	111.32	114.03	11.748	103.34	84.735	21.031	65.01	60.742	41.619	115.46	147.42	103.1	132.72	98.923	67.33	126.63	97.572	249.21	1010.2	658.96	2037.9
